H.alpha H.beta S.II.6718 S.II.6733 H.gamma O.II O.III.5008 O.III.4960 N.II.6585 N.II.6550
3.6229 2.35825 1.87204 1.3283 1.40505 2.88352 1.1771 0.229434 2.50896 1.29455
2.81924 1.52908 0.773364 0.483975 0.853653 1.7611 2.4906 -1.07908 1.9434 0.906149
3.49239 2.10734 1.64622 1.16921 1.41752 2.58368 0.943847 -0.470339 2.2212 1.01896
2.10861 0.978682 0.966576 0.807194 -0.101222 2.24282 2.06142 0.828198 1.94525 0.729552
2.10004 0.931067 0.45268 -0.0271756 0.0946289 1.42264 -0.0876573 -0.804986 0.934099 -0.361226
3.77461 2.46403 1.96298 1.56401 1.66009 2.77187 1.13602 0.252692 2.67571 1.46201
4.05065 2.92641 1.63584 1.51135 1.4513 1.55221 2.96745 1.39487 3.00058 2.93785
3.55807 2.23302 1.64148 1.64133 1.33992 2.58737 1.17617 -0.512718 2.31072 1.20667
3.61197 2.24097 1.98583 1.46919 1.50008 2.5627 0.661864 -0.578958 2.60304 1.38123
2.87838 1.51607 0.559203 0.737155 0.256258 1.50565 -0.379463 -0.315652 1.75102 0.403374
3.03105 1.79287 0.692167 0.512073 1.01158 2.13251 0.138329 0.306594 1.97237 0.964467
3.43393 2.05956 1.97772 1.47825 1.20285 3.12405 1.52955 0.624068 1.9648 0.894568
4.05713 2.44608 2.16356 1.76955 1.46891 2.4147 0.9746 -0.548005 3.10638 1.91335
3.12974 2.03452 1.25131 0.971062 1.11253 2.18252 1.05547 -0.307181 2.54064 1.75677
3.00715 1.68288 1.03668 0.771584 0.634279 1.9925 -0.16869 -1.43071 2.02164 0.790095
2.53957 1.4087 1.03399 0.33914 0.678145 2.00001 0.299132 -0.032574 1.47782 0.248076
3.20254 1.81319 1.26325 0.864454 1.04474 2.1053 0.691525 -0.481646 1.95517 0.799711
2.75273 1.6284 0.915543 0.724952 1.15014 2.33468 0.233895 -0.304397 1.58426 0.246227
2.53093 1.50636 0.476905 0.665268 0.290781 2.06583 0.314219 -1.36848 1.60768 0.93408
4.28931 2.79951 2.54325 2.16928 1.73191 3.71029 2.84011 1.68395 2.89656 1.80667
2.33903 1.09503 0.989587 0.0290316 0.787186 1.95881 0.171551 -0.0715352 1.6272 0.578342
3.65293 2.34954 1.56594 1.26886 1.52034 2.09676 0.442421 -0.496057 2.63965 1.50014
4.24205 2.69193 2.37391 2.05913 1.69613 3.31877 1.95427 0.723779 3.27964 2.20907
3.32269 1.99965 1.52279 1.1977 0.83549 2.90647 0.903396 -0.412699 2.04609 0.810311
4.33522 2.81342 2.62339 2.26642 1.72341 3.46023 2.44982 1.01483 3.22071 2.13031
3.15581 2.05187 1.68121 1.08014 1.06287 2.55959 0.82641 -0.841099 2.03598 0.903893
3.07113 1.9558 1.65014 1.47377 1.17989 2.90217 1.63664 0.201654 2.64629 1.70253
2.87564 1.83176 1.31207 0.900474 1.37933 2.36983 0.436803 -0.455353 1.94795 0.58116
3.59186 2.32755 1.76758 1.48921 1.50006 2.85094 1.26404 0.38383 2.50857 1.39761
3.55581 1.95738 1.93034 1.2648 0.93335 2.68563 0.956994 -0.796469 2.82632 1.64033
3.60613 2.41846 2.05983 1.57241 1.59434 3.43665 2.24311 1.22673 1.93144 0.608878
2.66892 1.30585 0.970857 0.661738 0.897046 2.37576 1.75729 0.348258 1.95063 0.628023
2.68052 1.20666 1.29219 1.20159 -0.148088 2.3324 0.904743 -0.314375 2.33997 1.19918
3.20166 1.93703 1.05581 0.618731 0.834036 1.98287 -0.0783171 -1.00116 2.05172 0.905228
2.57874 1.41391 1.01461 0.86186 1.20439 2.08703 0.514361 -0.545823 1.22413 -0.319546
2.13219 0.970344 0.764203 0.489222 0.182074 2.21731 1.26388 0.960345 1.18342 0.0618643
2.83859 1.59223 1.09317 1.04941 0.795512 1.54639 2.09094 0.719231 2.51461 1.80167
1.90387 0.701108 -0.0575208 0.179373 0.129802 1.52542 -0.297126 -1.09394 1.10868 -0.156688
3.50972 2.08154 1.92525 1.56416 1.27611 3.13029 2.09469 1.03971 1.86986 0.688363
2.07907 0.961224 0.549938 -0.489864 0.193833 2.07827 0.372478 -1.04826 1.00192 -0.140214
2.75038 1.66549 0.941569 0.550059 0.905611 2.31823 0.714366 -0.508843 1.60356 0.279712
3.25076 2.03908 1.17144 0.642068 1.16326 2.02397 0.346162 -0.132269 2.07783 0.990262
3.49186 2.15677 1.53742 1.08012 1.22334 2.27049 1.82257 0.601839 2.6038 1.57373
3.15308 2.19801 1.16027 0.955792 1.14659 2.31537 0.674697 -0.457476 2.06511 0.837252
4.6411 2.97257 2.73456 2.57807 1.92411 3.43423 2.68173 1.39088 3.62399 2.49895
2.83557 1.23733 0.73181 0.201302 0.413482 1.93282 0.0839232 -1.58708 1.75772 0.417724
2.47913 1.22091 0.854683 0.538506 0.895149 2.33012 0.0139066 -0.783571 1.58616 0.411275
2.2278 0.696762 0.263019 0.0167288 -0.308639 1.88146 -0.110369 -1.13702 1.48671 0.21459
3.25013 1.76465 1.51451 1.21627 0.940957 2.61023 0.880013 -0.741056 2.43758 1.28508
2.82628 1.19465 0.768873 0.418822 0.243188 1.43631 0.474604 -1.16972 1.75292 -0.453568
3.76309 2.37036 1.68967 1.24893 1.13627 2.99816 2.08387 0.876092 2.85291 1.65364
3.3068 2.10521 1.7077 1.22447 1.36961 2.66888 1.85498 0.57938 2.38638 1.30845
3.24447 1.83052 1.84579 1.61084 0.766676 3.06636 3.4147 2.16737 3.35784 2.6245
3.17979 1.85049 1.62347 1.28449 1.32927 2.82064 1.26613 0.217051 1.87369 0.54506
2.37001 1.09514 0.395375 -0.305373 0.678282 1.7426 -0.0164384 -0.629669 1.90718 0.185193
3.12037 1.97655 1.36083 1.0297 1.14604 2.68912 1.27852 0.26467 1.93321 0.635288
3.38606 2.06916 1.6779 1.09772 1.28424 2.41652 0.505833 -0.526458 2.19747 1.01398
3.88679 2.48749 2.24209 1.91535 1.54659 3.06026 1.47379 0.123896 2.68223 1.54459
3.92144 2.63588 2.02012 1.71819 1.67623 2.72041 1.24704 -0.0691308 2.96085 1.76869
3.63954 2.25487 2.00878 1.79787 1.30558 3.15164 3.01318 1.79346 3.0347 1.81939
3.71439 2.32001 1.93468 1.39653 1.70934 3.2948 1.92988 0.530448 2.27124 1.18766
3.39111 2.17272 1.40115 1.55178 1.11414 2.61267 2.5402 1.05346 2.86524 2.76807
3.32721 2.10478 1.50702 0.976029 1.13401 2.30913 0.814173 -0.321678 2.00918 1.08266
1.12729 0.11964 -0.62463 -1.02373 -0.219544 1.10548 -0.303373 -1.3043 0.502105 -0.694409
3.75296 2.36554 1.97549 1.64309 1.39773 3.31591 2.61473 1.50528 1.9631 0.74984
3.02996 1.57648 1.10743 0.732338 0.723497 1.77916 -0.0588439 -0.970743 1.67657 0.474987
3.31058 1.63708 1.21817 0.946624 0.655224 2.27442 0.023264 -0.0883759 2.13847 -0.118787
1.2827 -0.0110192 -0.163604 -0.57807 -1.14579 1.3406 0.259305 -0.78389 0.646198 -0.557394
2.6824 1.39072 0.933907 0.452179 0.505395 2.04244 1.22654 -0.870716 1.84143 0.285035
2.98689 1.68472 1.37572 0.934224 0.887164 2.44205 0.760123 -0.794344 2.09233 0.89467
3.34611 1.9268 1.31805 1.00703 1.01212 1.78636 -0.154281 -0.0011317 2.20078 1.2979
3.65013 2.3104 1.84034 1.58886 1.60024 2.93111 0.962645 -0.716126 2.6652 1.34749
3.16145 1.69432 1.42071 0.478912 1.05929 1.76624 0.575288 -0.573122 2.17787 0.81445
3.1857 1.46893 1.15201 0.529657 -0.192683 2.23806 2.78135 1.3496 2.63186 1.96362
2.85328 1.52179 0.619493 0.531846 0.583998 1.57481 -0.2926 -1.12509 1.67009 0.381757
4.03704 2.58461 2.35903 1.91631 1.68015 3.34062 1.75961 0.532952 2.86988 1.68668
4.38396 2.93411 2.63432 2.20428 1.85296 3.83643 2.83673 1.72184 2.91489 1.8026
1.69468 -0.457675 -0.372939 -0.950361 -0.568063 1.82937 0.924454 -0.211738 1.25181 -0.123276
3.54069 2.18174 1.72058 1.20545 1.42792 2.62863 1.24674 -0.00214998 2.20141 1.06234
3.88891 2.51533 2.05013 1.7636 1.50805 2.37526 0.743294 -0.571418 2.84853 1.72907
2.69104 1.3045 0.523239 0.351358 0.461094 1.39737 0.155667 -0.639722 1.6705 0.428644
3.52198 2.25752 1.92879 1.36315 1.3662 2.66058 0.764093 -0.818607 2.27981 1.13512
1.76753 0.723594 1.20883 0.718651 0.185146 2.79686 2.65553 1.36229 2.36601 1.03331
2.66425 1.57086 1.91082 0.999206 0.942893 3.86714 1.65659 -0.09047 1.89203 0.586078
3.28404 2.04339 1.50222 1.35669 1.48363 2.15934 0.48088 -0.699346 2.55592 1.48518
3.18395 1.33155 1.11157 0.842862 1.00775 1.91082 0.0313356 -0.124906 1.92169 0.798778
3.7575 2.50806 1.96386 1.67163 1.53357 2.51807 0.757567 0.0125156 2.78978 1.59203
4.33661 2.80435 2.64033 2.32088 1.80658 3.83734 3.00517 1.81159 2.90486 1.68721
2.95524 1.91273 1.45058 1.29762 1.16174 3.25381 1.87965 0.613733 1.78429 0.617361
2.66493 1.02115 0.868366 0.389405 0.651308 2.37837 0.462806 -0.73539 1.73656 0.617538
3.24819 1.83844 1.82047 1.44008 0.863558 2.80266 1.1444 -0.701102 2.64082 1.34424
4.52603 2.99473 2.60558 2.3179 1.96323 3.76845 3.05472 1.91647 3.0466 1.90162
4.56554 3.12505 2.48033 2.10552 2.24829 4.0129 4.37539 3.18532 1.92256 0.678588
2.84081 1.58452 0.95511 0.835793 1.02376 1.5999 0.37946 -0.899754 1.78634 0.801683
3.09826 1.72641 1.44878 1.47348 1.05835 3.30474 1.11395 0.514347 1.53624 0.382652
2.64265 1.55507 1.28833 1.33155 1.10375 2.69545 3.13612 2.05272 2.54533 1.41459
2.41119 1.04095 1.1135 0.950699 -0.253422 2.36099 0.750688 -0.40006 2.13878 0.567058
3.0841 1.97322 1.17398 0.922258 1.24698 2.80319 0.692756 0.275756 2.69767 1.64315
2.93599 1.73005 1.50186 0.876264 1.24301 2.48588 0.591792 -0.767331 1.55479 0.501929
2.97886 1.63391 1.10039 0.594742 1.09484 2.21484 -0.0341812 0.578851 1.95112 0.718068
4.8057 3.20453 2.97282 2.59501 2.07641 3.52254 2.38188 1.18555 3.88151 2.58807
3.60367 2.29244 1.9213 1.59885 1.54939 2.81697 1.21917 0.291135 2.21344 1.06836
1.22288 0.186461 0.850037 0.7636 -0.586449 2.33738 0.734903 -1.04913 1.39147 0.455848
2.95642 1.87206 1.34833 0.716573 1.67603 2.34272 0.810868 0.592602 1.74104 0.716668
3.23162 2.02198 1.47134 1.06412 1.50508 2.61557 0.936607 -0.923758 1.88631 0.55092
2.36694 1.54783 1.30538 0.727757 0.828027 3.65474 1.82527 0.627353 0.799887 0.563781
3.41612 2.06429 1.91326 1.44616 1.13238 3.02299 1.66319 0.188135 1.89342 0.736004
2.99293 1.79318 0.947195 0.82378 0.86474 2.12926 0.598977 -0.620858 1.82459 0.814135
2.21146 0.868208 0.774449 0.284177 0.00571901 2.17837 1.58731 2.66967 1.80891 0.760506
3.52868 2.07746 1.53317 1.24521 1.19592 2.12096 0.753327 -0.77859 2.27102 0.894009
2.81058 1.49791 0.829767 0.591107 0.556979 1.37081 0.95335 -0.941532 1.90105 0.547105
3.48847 2.30178 1.80651 1.43168 1.51157 3.16081 1.5077 0.192332 2.06112 0.999385
0.851862 -0.597069 -0.00674227 -0.773091 -1.05176 1.98729 0.168757 -1.39468 1.22112 0.108019
2.32586 1.06394 -0.140232 -0.267819 0.0996335 1.28814 -0.13025 -0.378828 1.38841 0.245653
2.95433 1.90649 1.12857 0.596852 1.00447 1.97363 0.509757 2.35662 1.85474 0.743532
3.35674 1.92958 1.31383 0.960693 1.23423 1.9591 0.461231 -1.36594 2.40465 1.26379
2.6833 1.32374 0.624126 0.344398 0.47261 1.37073 0.0601129 -0.631521 1.50587 0.776839
4.07322 2.61764 2.52202 2.32226 1.51792 3.48203 1.51559 0.418412 3.26897 2.14345
3.14559 1.7992 1.15827 0.613616 1.03994 1.84846 -0.0725888 -0.872308 2.00151 0.820469
3.19973 1.85625 1.30372 0.818108 1.22568 1.87262 0.423234 -0.860161 2.15545 0.929113
2.68975 1.48217 1.00342 0.759198 0.532534 2.12959 0.0135642 -0.871555 1.44132 0.240633
4.25822 2.82727 2.29603 1.948 1.81664 3.47405 2.34407 1.9023 3.15353 2.0755
1.94625 0.76042 0.113561 -0.17911 0.676321 1.39439 0.181239 -1.03825 0.87043 -0.276675
3.31881 2.02008 1.42714 0.85644 1.18981 2.17822 0.771484 -0.403003 2.1169 1.09042
3.27539 1.94551 1.2431 0.966548 1.05501 2.02824 0.061824 -1.03881 2.22073 1.06968
2.92887 1.79425 1.41888 0.915108 1.01307 2.34864 0.288635 -1.00166 1.65633 0.139342
2.83202 1.51058 0.638675 0.525085 0.761709 1.6867 -0.16002 1.51309 1.69679 0.675925
2.80261 1.35358 1.08627 0.497018 0.387568 1.90941 0.580351 -1.37182 2.09198 0.954058
3.00342 1.75275 1.22253 1.03056 0.910868 2.06098 1.52681 0.312549 2.14751 1.20964
4.253 2.77867 2.53587 2.17695 1.82826 3.82671 2.94861 1.7693 2.6253 1.50473
5.50694 4.06445 3.42495 3.1818 3.07331 4.54256 5.29626 4.24334 3.10317 1.88441
3.40742 2.17671 1.83468 1.50253 1.29944 2.96667 1.44225 0.246307 1.96242 0.773544
2.65816 1.60968 0.638109 0.400361 0.509844 1.60968 -0.0566454 -1.10352 1.48147 0.480425
0.71685 0.287868 -0.53244 -0.325674 -0.909449 1.54345 2.15411 -1.59833 0.785159 -1.35973
2.36421 1.55575 0.946832 0.687392 0.102593 2.38299 2.23627 1.07467 2.13492 1.03282
1.97949 0.431846 0.912274 0.440173 -0.366928 2.61646 0.849825 -0.887719 1.73036 0.843162
1.98561 0.502071 0.175254 0.12637 0.272778 1.63127 0.10757 -0.653625 1.21201 0.14474
3.46886 2.25775 1.9165 1.55535 1.50356 3.03032 1.09499 0.047648 2.29633 1.12863
3.49161 2.13293 1.73533 1.49795 1.19242 2.6897 1.03148 1.61076 2.59093 1.43107
3.67481 2.42274 2.00344 1.60543 1.56271 3.27588 1.75835 0.599954 2.46505 1.41867
3.36721 2.08587 1.5875 1.38676 0.48755 2.73085 0.656537 -0.806079 2.13799 1.0506
3.59155 2.41339 2.0042 1.6027 1.58518 3.26329 1.74504 0.508817 2.08883 0.944366
2.51026 1.51802 0.687571 0.465458 1.03141 2.18042 0.056004 -0.643838 1.48052 -0.139141
1.37509 0.177501 0.404162 -0.0642009 -0.326687 1.58148 -0.174539 -1.6691 0.540656 -0.115536
3.98516 2.5898 2.26745 1.87349 1.59888 3.26941 1.92499 0.727658 2.67347 1.53127
3.45979 2.09979 1.71872 1.24194 1.26238 2.52745 0.991303 -0.915267 2.37738 1.30364
2.50194 1.57491 0.533681 0.16136 0.868618 1.75351 -0.0502871 0.135515 1.68274 0.255395
3.09466 1.79998 0.898599 0.603836 1.08659 1.80204 0.199879 -1.11603 2.06649 0.940079
1.4994 -0.0150627 0.414598 -0.686094 -1.19827 1.69281 0.0288148 -1.2413 0.843891 -0.562022
2.25164 0.959624 0.420657 0.496957 0.539767 2.19727 0.353172 0.0389079 1.36308 -0.0181597
3.48757 3.2271 1.65995 1.25872 1.31113 2.46655 0.90804 -0.650542 2.20776 1.14398
2.05364 0.840892 0.524236 -0.0320894 0.155024 1.63817 -0.0883092 -0.859058 1.10182 -0.152179
3.63392 2.33423 2.06569 1.68236 1.40797 2.97006 1.35435 0.183668 2.23909 1.00466
3.7638 2.41797 2.01921 1.61905 1.74762 2.91395 1.37943 -0.0354551 2.54233 1.39125
2.36175 1.17442 0.556095 -0.607204 0.477237 1.58158 -0.0161447 -1.23228 1.36056 -0.270884
2.89784 1.62939 0.725235 0.568261 0.93398 1.84521 0.185959 -0.56362 1.59298 0.640947
2.48637 1.48372 0.453951 -0.00965761 0.119563 1.62219 0.085967 -1.4803 1.77334 0.538781
2.91798 1.89887 1.26136 0.832791 1.2515 2.38238 0.528488 -0.0419959 1.72866 0.122195
1.36747 0.18215 0.327905 -0.717266 0.432535 1.07729 0.139764 -1.50418 1.01745 -0.702168
3.23901 1.95501 1.24615 0.830899 1.259 2.12933 -0.326893 -1.02033 2.16372 0.946058
3.58771 2.30868 1.96916 1.63078 1.50396 2.99491 1.31415 0.36838 2.3161 1.17119
3.75724 2.4877 2.23574 1.87058 1.56372 3.47536 2.13724 1.00937 2.27794 0.972365
2.38165 1.19496 0.218581 0.0910812 0.343676 1.71342 0.0358478 0.219737 1.43096 -0.138586
3.82401 2.56488 2.15254 1.76683 1.64458 3.69136 2.62722 1.50433 2.10828 1.00492
1.71816 0.720488 0.6349 0.133392 0.249887 2.13537 0.205036 -1.7046 1.21867 0.157305
3.19696 1.96663 1.48518 1.14009 1.27903 2.5283 0.558275 -0.870315 2.12601 0.926631
2.97691 1.50441 1.06663 0.809462 0.537576 1.98536 0.211223 -0.972023 1.84913 0.533389
3.54835 2.38423 1.83887 1.51199 1.59726 3.34139 1.79174 0.436039 2.09546 0.584032
3.51398 2.32855 1.84472 1.52853 1.61899 2.89496 1.17983 -0.0635238 2.36101 1.19428
2.3483 0.978275 -0.185939 -0.182842 0.0880039 0.578485 -0.949082 -1.33864 1.14222 0.0565584
4.40109 2.97219 2.73438 2.32572 1.9974 3.83255 2.86961 1.71916 3.10194 1.96517
1.75162 0.415239 0.15743 -0.206534 -0.0688079 1.53205 0.835501 -0.41241 1.26803 0.0495312
3.72858 2.47191 2.10554 1.67321 1.32641 3.76017 2.77188 1.61408 1.78131 0.836207
3.49044 2.17797 1.91864 1.51157 1.37862 2.93419 1.12433 -0.191652 2.05951 0.78455
3.60011 2.16647 1.6281 1.2772 1.23883 2.21746 0.530796 -0.61173 2.55639 1.39616
3.63906 2.36351 1.97684 1.64788 1.5659 3.12909 1.38204 0.14277 2.38608 1.20642
2.52012 1.33598 1.15885 0.736105 0.86737 2.59298 0.6828 -0.250465 0.813132 -0.408099
3.22758 1.92185 1.63654 1.20981 0.720469 2.3271 0.648071 -0.534113 2.1149 0.898343
2.21805 0.658924 0.733576 0.225699 -0.14629 1.65822 0.329596 -0.59304 1.40115 0.158844
0.464868 -0.40663 -1.25239 -0.598924 -1.39901 1.70729 -0.52882 -1.60461 0.446835 -0.561402
1.16762 -0.133004 0.408129 0.508489 -0.830096 2.7119 0.981085 -1.22098 0.662035 -1.05887
2.81762 1.55499 1.07545 0.731808 0.892794 2.32473 0.707689 -0.53244 1.97391 0.854965
3.05753 1.81634 1.4657 1.05239 1.15313 2.74162 0.794241 -0.127622 1.99132 0.743245
2.51971 1.14629 0.817931 0.276905 0.287358 1.75131 0.432014 -1.04047 1.78806 0.757226
2.17724 0.987587 0.474303 0.0667952 0.234806 1.68015 -0.0629711 -0.656217 1.25715 0.0295002
3.1087 1.91755 1.49595 1.02798 1.16336 2.63436 0.622767 -0.768749 1.78567 0.561534
2.953 1.88221 1.43897 1.06637 1.05384 2.66687 0.500617 -0.904719 1.63171 0.352316
3.0551 1.91563 1.63225 1.18835 1.04262 2.92789 1.12818 0.100809 1.52784 0.578548
3.4158 2.09263 1.7964 1.31422 1.11823 2.94278 1.39575 0.439425 2.24467 1.19301
3.20493 2.01705 1.50972 1.17484 1.09283 2.67169 0.729295 -0.528276 1.82008 0.82734
2.12813 0.749056 -0.202106 -0.549301 -0.31368 0.803841 -1.01657 -1.94708 1.0578 0.118705
-1.09542 -0.208179 -0.906923 -1.55589 0.233502 1.43071 0.135846 -1.08607 -0.738179 -0.814108
3.89618 2.59813 2.25931 1.90737 1.81847 3.38057 1.83527 0.582252 2.58168 1.33466
3.0262 1.87121 1.40353 0.936197 1.03865 2.47464 0.381155 -0.493277 1.82022 0.40396
1.44717 0.444829 -0.149799 -0.560024 0.207132 1.10619 -0.038735 -0.929728 0.669122 -0.136312
3.30823 2.02462 1.25557 1.06477 1.33911 2.17308 0.529804 -0.552837 2.32201 1.2124
1.86824 0.546168 0.375733 0.511048 0.0886177 1.82551 -0.178111 -0.82657 1.01712 -1.32109
2.39545 1.10024 0.315745 -0.777049 0.159945 1.55891 0.200904 -1.08508 1.40207 0.0343294
3.22249 1.97364 1.5942 1.19073 1.39029 2.81202 0.962609 -0.212112 1.94058 0.815134
1.46366 0.191348 0.0391987 -0.275152 0.0858366 1.51822 0.279775 -0.797212 1.23126 0.365888
0.800884 -0.439134 -0.221929 -0.477134 -1.04419 2.11388 -0.0629077 -1.21277 1.18005 0.0917474
2.95723 1.68222 1.06713 0.489472 1.14934 1.83663 0.0572837 -0.510574 1.98632 0.723303
2.73971 1.64642 0.894073 0.411082 1.08265 2.21382 0.386539 -0.270587 1.43594 0.395266
3.00798 1.83166 1.52146 1.06799 1.33402 3.00376 1.52114 0.427141 1.27683 0.242801
0.563274 -0.131052 -0.797523 -0.894587 -1.19723 1.49585 -0.330313 -3.06705 0.244596 -1.07408
3.42246 1.92207 1.68578 0.966678 1.22844 2.39545 0.778697 -0.78378 2.29184 0.759339
3.63583 2.35789 1.86519 1.47699 1.55608 2.64716 0.743945 -0.492115 2.46334 1.30332
3.99844 2.52317 2.26937 1.99618 1.45343 2.90921 1.25672 -0.20005 3.14959 2.00389
4.44613 2.98507 2.48551 2.19646 1.90224 3.72793 3.75926 2.50208 3.4755 2.12746
1.88214 0.900998 -0.813542 0.115594 0.674558 0.97394 -0.393061 2.10067 0.357996 -0.306673
2.679 1.6514 1.31091 0.919094 0.655027 2.63653 1.31682 0.100801 0.80632 0.110551
2.17582 1.13297 0.310425 0.010045 0.36055 1.88826 -0.0768794 -1.76439 1.28175 0.253141
4.07463 2.73245 2.40961 1.96683 1.74427 3.80235 2.81404 1.55471 2.44847 1.23692
2.4152 1.13776 0.729132 0.434477 0.396106 2.03203 0.483021 -0.522168 1.78525 0.614526
3.50613 2.3449 2.17922 1.90863 1.59475 3.499 3.25968 2.19044 2.91712 1.82264
1.53841 0.197052 -0.58017 -2.13787 -0.485622 1.41123 -0.394336 -1.05688 0.783407 -0.75781
2.54769 1.22641 0.909409 0.709488 0.463123 1.98404 1.79099 0.141608 2.07268 1.18018
2.07694 0.810048 0.51551 0.0160543 -0.575446 1.73701 0.0851501 -0.25253 1.46887 -0.184053
3.24444 1.90288 1.41814 0.982211 1.18912 2.39246 0.901886 -0.196671 1.99666 0.677054
3.75426 2.4508 1.74074 1.38422 1.68179 2.61462 0.643203 -0.159173 2.73116 1.53724
2.96419 1.76805 1.41374 0.996603 0.82881 2.1969 1.05935 -0.419372 1.75646 0.699439
3.97137 2.76027 2.38198 1.93454 1.8731 3.28831 1.71795 0.957805 2.68945 1.49989
4.25176 2.64789 2.41936 1.9563 1.60669 3.1727 1.96211 0.91147 2.91461 1.93669
2.83082 1.42669 1.1073 0.589056 0.73182 2.01376 -0.151026 1.53889 1.93151 1.12677
3.70041 2.35142 2.10773 1.65617 1.32037 3.23286 1.24617 -0.416337 2.34242 1.28578
3.70193 2.2644 2.22575 1.85407 1.39077 3.43813 1.90207 0.814293 2.0888 1.00721
3.58535 2.22323 1.91282 1.66155 1.13227 3.15951 2.07502 0.550663 1.93405 0.542505
2.24135 0.91611 0.526639 0.0513928 0.967458 1.89733 0.770307 -0.225625 1.56853 -0.0913525
3.06672 1.88709 1.38532 1.31481 1.03441 2.49032 0.869712 -0.772253 1.67791 0.661954
3.50211 2.07764 2.02315 1.3556 1.11233 3.35124 2.13893 0.783712 1.93498 0.722582
2.33267 1.14516 0.855661 0.475114 0.201313 2.35568 1.90468 0.574321 1.67523 0.416595
3.16129 1.86877 1.62647 1.0595 0.67766 2.54755 0.70538 -0.720405 2.01552 0.556979
3.69944 2.34953 1.92305 1.6142 1.25016 2.79397 1.6214 2.08594 2.26499 1.28608
3.34392 1.90522 1.47449 0.972768 0.844286 2.21855 0.430079 0.312235 2.21715 0.957065
3.31735 2.11274 1.74851 1.33338 1.28721 2.9339 1.35779 0.466831 2.02791 0.704612
3.40604 2.18549 1.54077 1.29578 1.50372 2.91928 1.4806 0.308209 2.01598 0.78767
3.82857 2.12786 1.74048 1.3227 1.25528 2.41955 0.401501 -0.559466 2.73153 1.577
4.33841 2.84948 2.65914 2.4113 1.94551 3.83332 2.72114 1.21441 3.45589 2.08067
3.83924 2.5498 1.9251 1.62259 1.59961 2.74402 1.47823 1.30759 2.65457 1.55201
3.39713 2.10882 1.59099 1.15609 1.1796 2.55458 0.874198 -0.511795 2.312 1.24304
3.55583 2.15202 1.75519 1.53808 1.06739 2.84136 1.30084 0.419434 2.32386 1.2726
3.54647 2.21611 1.62173 1.04886 1.04356 2.08054 0.537282 -0.133891 2.41486 1.27338
3.62817 2.38702 1.95477 1.57428 1.72304 3.21181 1.87999 0.899399 2.25323 1.18568
3.97218 2.61392 2.39253 1.99511 1.83211 3.6478 2.27873 1.17483 2.42865 1.19465
4.12609 2.69166 2.4176 2.07999 1.60498 3.70087 2.88842 1.73679 2.30192 1.05064
2.23016 1.20611 0.64571 0.242317 0.39589 1.75469 -0.0780428 0.247312 1.08129 -0.162988
2.05886 0.809965 1.40567 -0.277524 0.289166 2.168 1.22388 -1.04232 1.83694 0.231727
2.75603 1.62838 0.99473 0.472377 0.80237 2.10133 0.38905 -0.455519 1.54142 0.475977
5.82065 4.2326 3.46291 3.16707 3.26879 4.66411 5.61784 4.48564 3.37454 2.20225
3.74755 2.40654 2.13641 1.66065 1.76948 3.15491 1.65821 0.648187 2.46664 1.41391
3.54318 2.28303 1.95633 1.73229 1.58123 3.14147 1.97988 0.960422 2.13818 0.903571
4.06752 2.68889 2.4248 2.02973 1.90788 3.69222 2.38428 1.31131 2.5164 1.41362
3.76286 2.53418 2.21348 1.65766 1.75902 3.33679 1.8723 0.655029 2.54069 1.28663
3.23051 2.12696 2.0578 1.60828 1.49849 3.26315 3.37261 2.0786 2.70216 2.03128
2.82168 1.57683 1.13018 1.15157 -0.0393101 2.34775 0.50436 -0.760301 2.0004 0.941689
3.79337 2.34567 2.17802 1.78041 1.26902 3.24981 2.18587 0.894611 2.29682 1.10933
2.68978 1.23105 0.346366 0.456711 0.339539 1.69811 -0.432184 -0.613916 1.35621 -0.300858
3.75388 2.41386 1.94006 1.62032 1.28666 2.42854 0.850792 -0.621539 3.03216 1.99174
3.64668 2.35654 2.04919 1.73907 1.4465 2.97335 1.23009 -0.51332 2.48909 1.25299
4.02114 2.62847 2.17781 1.82762 1.70727 3.17535 1.60136 0.613319 2.99085 1.77049
4.00245 2.60717 2.29323 1.90322 1.61093 3.46312 2.86782 1.116 2.62787 1.3966
3.50315 2.13963 1.84957 1.53046 1.21483 3.34748 2.30467 1.14764 1.68616 0.518351
3.58567 2.42762 1.75366 1.35544 1.67369 2.76401 0.638495 -0.464887 2.392 1.32316
3.98832 2.58906 2.36906 1.83049 1.7782 3.35017 1.78174 0.570605 2.73718 1.56502
4.20912 2.71011 2.43758 2.06611 1.58855 3.14162 1.78332 0.792768 2.98333 1.94188
2.8833 1.59566 1.04228 0.640613 0.306031 2.1936 0.275932 0.826531 1.97824 0.809306
3.72407 2.44314 2.11021 1.71697 1.69933 3.64608 1.50193 0.513909 2.35674 1.20605
2.45493 1.4003 0.77003 0.869618 1.09514 2.35098 1.60867 0.0948631 1.95543 0.898055
3.164 1.83247 1.48031 1.28994 1.00978 2.59606 0.711304 -0.641504 1.85293 0.697358
3.44182 2.11938 1.52466 1.11905 1.3571 2.49313 0.261476 -0.0608101 2.73271 1.59136
3.66077 2.40934 2.07157 1.73477 1.54496 3.28839 1.82497 0.682624 2.02309 0.872458
